ID_Moteur,Type_Moteur,Spécifications,ID_Usine,Localisation_Usine,Date_Début_Fabrication,Incidents_Fabrication,Durée_Fabrication,Date_Fin_Fabrication,Coût_Fabrication,Contrôles_Qualité_Passés,Mode_Expédition,Délai_Livraison,Coût_Expédition,Demande_Client,Capacité_Production_Usine,Stocks_Disponibles,DLT
4412,Diesel,"100 HP, Grand, 200 kg",3,Usine D,2020-05-22 12:28:15,2,15,2020-06-06 12:28:15,1228.5343088181087,0,Terrestre,9.449591640377752,200.75,81.23454312335096,200,30,24.449591640377754
4413,Diesel,"400 HP, Grand, 200 kg",1,Usine B,2020-02-23 09:57:27,1,7,2020-03-01 09:57:27,1228.5343088181087,3,Maritime,18.899183280755505,547.98,81.23454312335096,400,48,25.899183280755505
4414,Diesel,"200 HP, Moyen, 400 kg",3,Usine D,2020-09-10 10:12:44,2,17,2020-09-27 10:12:44,1228.5343088181087,3,Aérien,4.049824988733322,353.96,81.23454312335096,200,19,21.04982498873332
4415,Diesel,"100 HP, Petit, 300 kg",3,Usine A,2020-04-05 01:06:18,0,18,2020-04-23 01:06:18,1228.5343088181087,3,Terrestre,9.449591640377752,983.79,81.23454312335096,200,11,27.449591640377754
4416,Hybride,"300 HP, Petit, 400 kg",2,Usine C,2020-03-09 17:55:51,1,23,2020-04-01 17:55:51,1474.2411705817303,0,Maritime,18.899183280755505,271.38,86.3117020685604,300,7,41.89918328075551
4417,Hybride,"200 HP, Moyen, 400 kg",2,Usine D,2020-07-08 16:56:42,1,12,2020-07-20 16:56:42,1474.2411705817303,4,Aérien,4.049824988733322,579.94,86.3117020685604,300,38,16.04982498873332
4418,Hybride,"300 HP, Grand, 400 kg",4,Usine D,2020-04-10 02:35:58,2,16,2020-04-26 02:35:58,1474.2411705817303,4,Terrestre,9.449591640377752,116.96,86.3117020685604,100,10,25.449591640377754
4419,Diesel,"200 HP, Moyen, 100 kg",2,Usine B,2020-10-08 08:36:19,1,20,2020-10-28 08:36:19,1228.5343088181087,3,Terrestre,9.449591640377752,364.5,81.23454312335096,300,15,29.449591640377754
4420,Diesel,"400 HP, Petit, 100 kg",4,Usine D,2020-06-20 05:52:29,3,62,2020-08-21 05:52:29,1228.5343088181087,4,Maritime,18.899183280755505,798.86,81.23454312335096,100,1,80.89918328075551
4421,Hybride,"300 HP, Grand, 400 kg",2,Usine B,2020-09-01 12:48:52,0,7,2020-09-08 12:48:52,1474.2411705817303,3,Aérien,4.049824988733322,453.04,86.3117020685604,300,20,11.049824988733322
4422,Électrique,"400 HP, Grand, 200 kg",1,Usine B,2020-05-14 01:36:27,0,23,2020-06-06 01:36:27,1842.801463227163,0,Maritime,18.899183280755505,208.71,96.46601995897926,400,3,41.89918328075551
4423,Électrique,"200 HP, Petit, 400 kg",3,Usine A,2020-01-15 16:25:59,1,26,2020-02-10 16:25:59,1842.801463227163,3,Aérien,4.049824988733322,270.36,96.46601995897926,200,41,30.04982498873332
4424,Électrique,"200 HP, Moyen, 200 kg",2,Usine B,2020-08-01 15:47:20,0,14,2020-08-15 15:47:20,1842.801463227163,0,Maritime,18.899183280755505,810.25,96.46601995897926,300,5,32.89918328075551
4425,Diesel,"100 HP, Grand, 300 kg",2,Usine C,2020-05-15 21:46:58,1,16,2020-05-31 21:46:58,1228.5343088181087,3,Terrestre,9.449591640377752,607.47,81.23454312335096,300,28,25.449591640377754
4426,Diesel,"300 HP, Petit, 300 kg",4,Usine A,2020-07-02 03:37:51,0,52,2020-08-23 03:37:51,1228.5343088181087,3,Terrestre,9.449591640377752,442.02,81.23454312335096,100,26,61.449591640377754
4427,Diesel,"300 HP, Moyen, 200 kg",4,Usine D,2020-02-07 10:09:15,0,52,2020-03-30 10:09:15,1228.5343088181087,4,Aérien,4.049824988733322,207.65,81.23454312335096,100,22,56.04982498873332
4428,Électrique,"200 HP, Moyen, 300 kg",1,Usine A,2020-05-03 08:59:39,0,29,2020-06-01 08:59:39,1842.801463227163,4,Aérien,4.049824988733322,951.42,96.46601995897926,400,28,33.04982498873332
4429,Électrique,"200 HP, Moyen, 400 kg",2,Usine A,2020-04-26 15:15:26,0,6,2020-05-02 15:15:26,1842.801463227163,2,Maritime,18.899183280755505,157.36,96.46601995897926,300,2,24.899183280755505
4430,Diesel,"200 HP, Moyen, 100 kg",3,Usine B,2020-05-07 01:44:40,2,28,2020-06-04 01:44:40,1228.5343088181087,2,Aérien,4.049824988733322,576.17,81.23454312335096,200,24,32.04982498873332
4431,Électrique,"400 HP, Petit, 300 kg",1,Usine C,2020-01-24 04:24:32,0,15,2020-02-08 04:24:32,1842.801463227163,1,Aérien,4.049824988733322,555.85,96.46601995897926,400,7,19.04982498873332
4432,Électrique,"400 HP, Petit, 300 kg",1,Usine D,2020-02-06 14:14:53,0,10,2020-02-16 14:14:53,1842.801463227163,3,Aérien,4.049824988733322,737.82,96.46601995897926,400,31,14.049824988733322
4433,Électrique,"400 HP, Moyen, 300 kg",4,Usine D,2020-11-27 13:49:50,2,14,2020-12-11 13:49:50,1842.801463227163,3,Aérien,4.049824988733322,577.45,96.46601995897926,100,8,18.04982498873332
4434,Électrique,"100 HP, Grand, 400 kg",1,Usine C,2020-06-07 11:55:43,1,31,2020-07-08 11:55:43,1842.801463227163,4,Terrestre,9.449591640377752,445.27,96.46601995897926,400,38,40.449591640377754
4435,Diesel,"200 HP, Grand, 100 kg",3,Usine D,2020-01-17 20:37:51,3,32,2020-02-18 20:37:51,1228.5343088181087,4,Terrestre,9.449591640377752,800.12,81.23454312335096,200,3,41.449591640377754
4436,Électrique,"200 HP, Petit, 200 kg",2,Usine A,2020-11-25 21:34:52,1,21,2020-12-16 21:34:52,1842.801463227163,0,Maritime,18.899183280755505,361.88,96.46601995897926,300,37,39.89918328075551
4437,Hybride,"400 HP, Moyen, 100 kg",3,Usine C,2020-08-24 20:20:20,3,30,2020-09-23 20:20:20,1474.2411705817303,4,Maritime,18.899183280755505,250.31,86.3117020685604,200,10,48.89918328075551
4438,Hybride,"300 HP, Grand, 200 kg",3,Usine C,2020-07-08 06:49:05,2,23,2020-07-31 06:49:05,1474.2411705817303,0,Aérien,4.049824988733322,361.58,86.3117020685604,200,43,27.04982498873332
4439,Diesel,"300 HP, Moyen, 300 kg",1,Usine C,2020-07-01 06:46:42,0,7,2020-07-08 06:46:42,1228.5343088181087,0,Maritime,18.899183280755505,800.98,81.23454312335096,400,42,25.899183280755505
4440,Électrique,"100 HP, Moyen, 200 kg",1,Usine A,2020-03-24 02:46:49,0,28,2020-04-21 02:46:49,1842.801463227163,1,Aérien,4.049824988733322,879.24,96.46601995897926,400,16,32.04982498873332
4441,Hybride,"200 HP, Petit, 300 kg",4,Usine B,2020-12-23 18:37:09,3,24,2021-01-16 18:37:09,1474.2411705817303,4,Terrestre,9.449591640377752,302.64,86.3117020685604,100,10,33.449591640377754
4442,Électrique,"200 HP, Grand, 100 kg",1,Usine D,2020-10-02 04:47:42,0,19,2020-10-21 04:47:42,1842.801463227163,4,Terrestre,9.449591640377752,885.53,96.46601995897926,400,1,28.449591640377754
4443,Électrique,"400 HP, Grand, 200 kg",2,Usine D,2020-05-28 03:48:49,0,4,2020-06-01 03:48:49,1842.801463227163,1,Aérien,4.049824988733322,237.76,96.46601995897926,300,47,8.049824988733322
4444,Électrique,"100 HP, Grand, 100 kg",4,Usine C,2020-06-03 04:03:48,3,42,2020-07-15 04:03:48,1842.801463227163,2,Terrestre,9.449591640377752,751.52,96.46601995897926,100,20,51.449591640377754
4445,Diesel,"400 HP, Moyen, 200 kg",4,Usine D,2020-01-29 11:29:22,3,36,2020-03-05 11:29:22,1228.5343088181087,1,Terrestre,9.449591640377752,998.68,81.23454312335096,100,33,45.449591640377754
4446,Électrique,"200 HP, Petit, 400 kg",1,Usine A,2020-02-11 04:26:14,0,17,2020-02-28 04:26:14,1842.801463227163,1,Aérien,4.049824988733322,257.82,96.46601995897926,400,11,21.04982498873332
4447,Hybride,"400 HP, Grand, 200 kg",4,Usine D,2020-08-26 04:05:52,1,6,2020-09-01 04:05:52,1474.2411705817303,0,Maritime,18.899183280755505,283.49,86.3117020685604,100,25,24.899183280755505
4448,Électrique,"400 HP, Petit, 200 kg",1,Usine A,2020-04-13 10:49:43,1,26,2020-05-09 10:49:43,1842.801463227163,0,Aérien,4.049824988733322,712.79,96.46601995897926,400,1,30.04982498873332
4449,Diesel,"100 HP, Moyen, 100 kg",3,Usine A,2020-01-26 19:30:45,2,29,2020-02-24 19:30:45,1228.5343088181087,3,Aérien,4.049824988733322,984.31,81.23454312335096,200,37,33.04982498873332
4450,Hybride,"400 HP, Moyen, 200 kg",4,Usine C,2020-04-15 17:02:36,0,36,2020-05-21 17:02:36,1474.2411705817303,1,Terrestre,9.449591640377752,568.59,86.3117020685604,100,28,45.449591640377754
4451,Électrique,"400 HP, Grand, 300 kg",4,Usine A,2020-10-14 04:44:24,1,26,2020-11-09 04:44:24,1842.801463227163,4,Terrestre,9.449591640377752,230.41,96.46601995897926,100,41,35.449591640377754
4452,Électrique,"400 HP, Petit, 200 kg",3,Usine B,2020-07-28 22:06:13,0,11,2020-08-08 22:06:13,1842.801463227163,2,Maritime,18.899183280755505,594.55,96.46601995897926,200,44,29.899183280755505
4453,Électrique,"200 HP, Moyen, 400 kg",1,Usine A,2020-02-28 21:22:35,1,9,2020-03-08 21:22:35,1842.801463227163,4,Terrestre,9.449591640377752,596.47,96.46601995897926,400,5,18.449591640377754
4454,Électrique,"100 HP, Grand, 200 kg",4,Usine A,2020-08-02 02:37:51,0,30,2020-09-01 02:37:51,1842.801463227163,0,Aérien,4.049824988733322,355.8,96.46601995897926,100,46,34.04982498873332
4455,Électrique,"200 HP, Petit, 300 kg",2,Usine A,2020-06-27 20:36:35,1,16,2020-07-13 20:36:35,1842.801463227163,0,Terrestre,9.449591640377752,970.79,96.46601995897926,300,24,25.449591640377754
4456,Hybride,"100 HP, Petit, 200 kg",2,Usine C,2020-10-09 03:16:59,0,27,2020-11-05 03:16:59,1474.2411705817303,1,Aérien,4.049824988733322,801.03,86.3117020685604,300,44,31.04982498873332
4457,Diesel,"100 HP, Moyen, 100 kg",3,Usine D,2020-04-29 00:58:48,2,15,2020-05-14 00:58:48,1228.5343088181087,0,Aérien,4.049824988733322,921.81,81.23454312335096,200,48,19.04982498873332
4458,Hybride,"300 HP, Petit, 300 kg",1,Usine A,2020-02-21 21:05:16,0,22,2020-03-14 21:05:16,1474.2411705817303,3,Maritime,18.899183280755505,583.81,86.3117020685604,400,43,40.89918328075551
4459,Hybride,"200 HP, Moyen, 300 kg",3,Usine A,2020-10-14 11:43:33,3,17,2020-10-31 11:43:33,1474.2411705817303,0,Terrestre,9.449591640377752,396.32,86.3117020685604,200,26,26.449591640377754
4460,Hybride,"100 HP, Grand, 300 kg",3,Usine A,2020-08-29 16:44:47,1,25,2020-09-23 16:44:47,1474.2411705817303,3,Terrestre,9.449591640377752,245.69,86.3117020685604,200,44,34.449591640377754
4461,Diesel,"300 HP, Petit, 200 kg",2,Usine B,2020-02-09 17:10:59,1,11,2020-02-20 17:10:59,1228.5343088181087,1,Aérien,4.049824988733322,403.67,81.23454312335096,300,24,15.049824988733322
4462,Diesel,"400 HP, Petit, 200 kg",1,Usine A,2020-10-11 18:11:22,0,3,2020-10-14 18:11:22,1228.5343088181087,4,Maritime,18.899183280755505,698.78,81.23454312335096,400,27,21.899183280755505
4463,Diesel,"200 HP, Moyen, 100 kg",4,Usine A,2020-01-17 23:20:22,1,16,2020-02-02 23:20:22,1228.5343088181087,0,Maritime,18.899183280755505,267.12,81.23454312335096,100,14,34.89918328075551
4464,Électrique,"400 HP, Moyen, 100 kg",4,Usine B,2020-03-23 23:26:00,0,16,2020-04-08 23:26:00,1842.801463227163,2,Aérien,4.049824988733322,818.32,96.46601995897926,100,44,20.04982498873332
4465,Électrique,"200 HP, Grand, 300 kg",4,Usine D,2020-08-18 03:43:08,1,32,2020-09-19 03:43:08,1842.801463227163,2,Aérien,4.049824988733322,891.2,96.46601995897926,100,33,36.04982498873332
4466,Diesel,"200 HP, Grand, 300 kg",1,Usine C,2020-05-03 03:46:36,1,27,2020-05-30 03:46:36,1228.5343088181087,4,Maritime,18.899183280755505,269.6,81.23454312335096,400,4,45.89918328075551
4467,Hybride,"300 HP, Petit, 300 kg",4,Usine A,2020-07-12 10:39:37,3,70,2020-09-20 10:39:37,1474.2411705817303,2,Aérien,4.049824988733322,900.77,86.3117020685604,100,20,74.04982498873332
4468,Hybride,"100 HP, Petit, 200 kg",1,Usine B,2020-01-12 20:33:25,0,15,2020-01-27 20:33:25,1474.2411705817303,2,Aérien,4.049824988733322,532.78,86.3117020685604,400,14,19.04982498873332
4469,Électrique,"400 HP, Petit, 400 kg",4,Usine A,2020-02-04 17:54:04,3,58,2020-04-02 17:54:04,1842.801463227163,0,Aérien,4.049824988733322,112.72,96.46601995897926,100,19,62.04982498873332
4470,Diesel,"300 HP, Petit, 400 kg",1,Usine D,2020-12-01 23:29:45,1,20,2020-12-21 23:29:45,1228.5343088181087,2,Aérien,4.049824988733322,748.84,81.23454312335096,400,43,24.04982498873332
4471,Diesel,"100 HP, Petit, 200 kg",3,Usine C,2020-08-27 00:51:55,0,21,2020-09-17 00:51:55,1228.5343088181087,4,Maritime,18.899183280755505,946.25,81.23454312335096,200,30,39.89918328075551
4472,Hybride,"400 HP, Grand, 400 kg",1,Usine D,2020-07-26 10:08:37,0,25,2020-08-20 10:08:37,1474.2411705817303,3,Aérien,4.049824988733322,537.05,86.3117020685604,400,1,29.04982498873332
4473,Hybride,"400 HP, Petit, 400 kg",1,Usine B,2020-01-08 06:06:43,1,18,2020-01-26 06:06:43,1474.2411705817303,0,Aérien,4.049824988733322,475.1,86.3117020685604,400,24,22.04982498873332
4474,Diesel,"300 HP, Moyen, 400 kg",4,Usine C,2020-07-07 07:04:54,3,38,2020-08-14 07:04:54,1228.5343088181087,1,Aérien,4.049824988733322,864.35,81.23454312335096,100,4,42.04982498873332
4475,Hybride,"100 HP, Petit, 400 kg",4,Usine C,2020-07-02 16:25:29,3,20,2020-07-22 16:25:29,1474.2411705817303,4,Maritime,18.899183280755505,346.04,86.3117020685604,100,2,38.89918328075551
4476,Diesel,"300 HP, Petit, 200 kg",3,Usine B,2020-07-08 05:47:03,2,25,2020-08-02 05:47:03,1228.5343088181087,1,Aérien,4.049824988733322,408.49,81.23454312335096,200,21,29.04982498873332
4477,Électrique,"200 HP, Grand, 400 kg",4,Usine D,2020-01-15 05:14:37,0,44,2020-02-28 05:14:37,1842.801463227163,3,Terrestre,9.449591640377752,117.59,96.46601995897926,100,11,53.449591640377754
4478,Diesel,"300 HP, Grand, 300 kg",3,Usine D,2020-07-03 12:18:30,1,12,2020-07-15 12:18:30,1228.5343088181087,4,Terrestre,9.449591640377752,172.93,81.23454312335096,200,47,21.449591640377754
4479,Électrique,"100 HP, Moyen, 100 kg",4,Usine A,2020-09-19 17:23:54,0,38,2020-10-27 17:23:54,1842.801463227163,3,Maritime,18.899183280755505,541.46,96.46601995897926,100,38,56.89918328075551
4480,Diesel,"400 HP, Petit, 300 kg",1,Usine C,2020-07-07 12:44:33,0,28,2020-08-04 12:44:33,1228.5343088181087,3,Terrestre,9.449591640377752,445.88,81.23454312335096,400,39,37.449591640377754
4481,Diesel,"200 HP, Grand, 100 kg",4,Usine B,2020-07-22 23:24:55,1,12,2020-08-03 23:24:55,1228.5343088181087,2,Terrestre,9.449591640377752,553.84,81.23454312335096,100,14,21.449591640377754
4482,Électrique,"400 HP, Petit, 400 kg",3,Usine A,2020-03-18 22:15:03,1,20,2020-04-07 22:15:03,1842.801463227163,2,Aérien,4.049824988733322,476.68,96.46601995897926,200,23,24.04982498873332
4483,Électrique,"200 HP, Petit, 100 kg",4,Usine D,2020-09-18 12:02:08,0,24,2020-10-12 12:02:08,1842.801463227163,0,Aérien,4.049824988733322,758.96,96.46601995897926,100,44,28.04982498873332
4484,Diesel,"400 HP, Grand, 200 kg",4,Usine D,2020-11-12 12:24:55,1,34,2020-12-16 12:24:55,1228.5343088181087,3,Aérien,4.049824988733322,765.83,81.23454312335096,100,45,38.04982498873332
4485,Hybride,"100 HP, Grand, 100 kg",3,Usine A,2020-10-29 01:01:28,0,19,2020-11-17 01:01:28,1474.2411705817303,1,Terrestre,9.449591640377752,923.3,86.3117020685604,200,32,28.449591640377754
4486,Diesel,"100 HP, Petit, 200 kg",2,Usine D,2020-04-05 21:30:37,1,19,2020-04-24 21:30:37,1228.5343088181087,3,Terrestre,9.449591640377752,804.35,81.23454312335096,300,28,28.449591640377754
4487,Électrique,"200 HP, Petit, 300 kg",1,Usine B,2020-12-20 07:51:59,0,1,2020-12-21 07:51:59,1842.801463227163,1,Aérien,4.049824988733322,314.62,96.46601995897926,400,44,5.049824988733322
4488,Électrique,"200 HP, Petit, 300 kg",3,Usine B,2020-04-27 02:29:13,1,14,2020-05-11 02:29:13,1842.801463227163,1,Maritime,18.899183280755505,339.07,96.46601995897926,200,34,32.89918328075551
4489,Diesel,"100 HP, Grand, 100 kg",1,Usine A,2020-03-23 23:41:12,0,6,2020-03-29 23:41:12,1228.5343088181087,3,Aérien,4.049824988733322,376.67,81.23454312335096,400,30,10.049824988733322
4490,Hybride,"200 HP, Petit, 400 kg",4,Usine D,2020-07-27 11:39:29,0,8,2020-08-04 11:39:29,1474.2411705817303,0,Maritime,18.899183280755505,346.58,86.3117020685604,100,28,26.899183280755505
4491,Diesel,"400 HP, Petit, 200 kg",2,Usine A,2020-02-21 15:16:40,1,27,2020-03-19 15:16:40,1228.5343088181087,4,Terrestre,9.449591640377752,555.1,81.23454312335096,300,40,36.449591640377754
4492,Électrique,"300 HP, Grand, 300 kg",4,Usine A,2020-04-08 17:11:45,1,56,2020-06-03 17:11:45,1842.801463227163,2,Maritime,18.899183280755505,636.65,96.46601995897926,100,40,74.89918328075551
4493,Électrique,"200 HP, Moyen, 300 kg",2,Usine C,2020-12-09 07:43:14,0,15,2020-12-24 07:43:14,1842.801463227163,3,Maritime,18.899183280755505,856.81,96.46601995897926,300,39,33.89918328075551
4494,Hybride,"300 HP, Grand, 400 kg",4,Usine A,2020-12-17 19:03:57,2,44,2021-01-30 19:03:57,1474.2411705817303,4,Aérien,4.049824988733322,943.74,86.3117020685604,100,47,48.04982498873332
4495,Hybride,"100 HP, Petit, 100 kg",2,Usine D,2020-12-20 16:40:45,1,20,2021-01-09 16:40:45,1474.2411705817303,1,Terrestre,9.449591640377752,237.18,86.3117020685604,300,11,29.449591640377754
4496,Hybride,"200 HP, Grand, 400 kg",1,Usine D,2020-01-07 00:42:10,0,25,2020-02-01 00:42:10,1474.2411705817303,0,Terrestre,9.449591640377752,979.84,86.3117020685604,400,31,34.449591640377754
4497,Hybride,"400 HP, Moyen, 400 kg",3,Usine C,2020-02-23 23:54:06,2,31,2020-03-25 23:54:06,1474.2411705817303,1,Aérien,4.049824988733322,164.47,86.3117020685604,200,47,35.04982498873332
4498,Électrique,"100 HP, Moyen, 300 kg",1,Usine A,2020-05-07 21:54:15,0,7,2020-05-14 21:54:15,1842.801463227163,2,Terrestre,9.449591640377752,190.48,96.46601995897926,400,31,16.449591640377754
4499,Diesel,"400 HP, Grand, 100 kg",4,Usine B,2020-12-10 05:09:04,0,42,2021-01-21 05:09:04,1228.5343088181087,3,Terrestre,9.449591640377752,632.08,81.23454312335096,100,38,51.449591640377754
4500,Diesel,"100 HP, Moyen, 300 kg",2,Usine B,2020-03-02 13:30:05,1,29,2020-03-31 13:30:05,1228.5343088181087,4,Maritime,18.899183280755505,843.78,81.23454312335096,300,27,47.89918328075551
4501,Diesel,"200 HP, Moyen, 100 kg",4,Usine A,2020-10-24 19:45:17,3,24,2020-11-17 19:45:17,1228.5343088181087,3,Maritime,18.899183280755505,990.19,81.23454312335096,100,44,42.89918328075551
4502,Diesel,"100 HP, Grand, 300 kg",4,Usine D,2020-01-25 09:20:09,2,22,2020-02-16 09:20:09,1228.5343088181087,3,Maritime,18.899183280755505,985.44,81.23454312335096,100,16,40.89918328075551
4503,Hybride,"300 HP, Grand, 100 kg",2,Usine A,2020-10-04 17:05:05,1,17,2020-10-21 17:05:05,1474.2411705817303,3,Terrestre,9.449591640377752,471.13,86.3117020685604,300,22,26.449591640377754
4504,Hybride,"300 HP, Moyen, 200 kg",4,Usine D,2020-03-02 07:28:41,1,40,2020-04-11 07:28:41,1474.2411705817303,0,Maritime,18.899183280755505,686.98,86.3117020685604,100,11,58.89918328075551
4505,Diesel,"400 HP, Grand, 400 kg",2,Usine C,2020-06-11 22:54:47,1,28,2020-07-09 22:54:47,1228.5343088181087,4,Aérien,4.049824988733322,895.86,81.23454312335096,300,32,32.04982498873332
4506,Diesel,"300 HP, Petit, 400 kg",1,Usine B,2020-11-23 18:17:41,1,15,2020-12-08 18:17:41,1228.5343088181087,3,Aérien,4.049824988733322,528.95,81.23454312335096,400,48,19.04982498873332
4507,Hybride,"400 HP, Grand, 100 kg",3,Usine A,2020-04-21 06:06:04,3,14,2020-05-05 06:06:04,1474.2411705817303,4,Maritime,18.899183280755505,571.85,86.3117020685604,200,41,32.89918328075551
4508,Électrique,"100 HP, Petit, 200 kg",2,Usine B,2020-01-08 14:29:24,1,12,2020-01-20 14:29:24,1842.801463227163,3,Maritime,18.899183280755505,145.7,96.46601995897926,300,12,30.899183280755505
4509,Électrique,"300 HP, Petit, 100 kg",4,Usine D,2020-08-19 14:52:41,3,70,2020-10-28 14:52:41,1842.801463227163,1,Maritime,18.899183280755505,300.15,96.46601995897926,100,10,88.89918328075551
4510,Diesel,"300 HP, Grand, 400 kg",4,Usine D,2020-05-08 21:02:41,2,42,2020-06-19 21:02:41,1228.5343088181087,1,Maritime,18.899183280755505,994.32,81.23454312335096,100,27,60.89918328075551
4511,Hybride,"200 HP, Moyen, 300 kg",2,Usine B,2020-10-14 07:38:26,0,27,2020-11-10 07:38:26,1474.2411705817303,4,Maritime,18.899183280755505,367.96,86.3117020685604,300,13,45.89918328075551
4512,Hybride,"300 HP, Moyen, 400 kg",2,Usine C,2020-10-11 22:56:56,1,10,2020-10-21 22:56:56,1474.2411705817303,1,Terrestre,9.449591640377752,562.11,86.3117020685604,300,12,19.449591640377754
4513,Diesel,"300 HP, Petit, 100 kg",2,Usine C,2020-01-24 04:22:00,1,7,2020-01-31 04:22:00,1228.5343088181087,2,Aérien,4.049824988733322,733.62,81.23454312335096,300,17,11.049824988733322
4514,Électrique,"200 HP, Petit, 300 kg",2,Usine A,2020-08-07 15:17:27,0,24,2020-08-31 15:17:27,1842.801463227163,2,Terrestre,9.449591640377752,401.79,96.46601995897926,300,2,33.449591640377754
4515,Électrique,"400 HP, Grand, 300 kg",4,Usine B,2020-07-17 06:23:00,3,64,2020-09-19 06:23:00,1842.801463227163,1,Maritime,18.899183280755505,379.49,96.46601995897926,100,5,82.89918328075551
4516,Diesel,"100 HP, Petit, 300 kg",4,Usine D,2020-03-15 02:54:42,1,44,2020-04-28 02:54:42,1228.5343088181087,0,Aérien,4.049824988733322,449.03,81.23454312335096,100,48,48.04982498873332
4517,Diesel,"200 HP, Moyen, 300 kg",2,Usine B,2020-08-29 05:26:32,1,29,2020-09-27 05:26:32,1228.5343088181087,0,Aérien,4.049824988733322,298.38,81.23454312335096,300,46,33.04982498873332
4518,Électrique,"100 HP, Petit, 200 kg",4,Usine A,2020-09-01 04:48:49,1,10,2020-09-11 04:48:49,1842.801463227163,4,Terrestre,9.449591640377752,497.33,96.46601995897926,100,29,19.449591640377754
4519,Électrique,"400 HP, Petit, 300 kg",1,Usine A,2020-10-02 00:28:24,0,29,2020-10-31 00:28:24,1842.801463227163,2,Terrestre,9.449591640377752,568.01,96.46601995897926,400,12,38.449591640377754
4520,Hybride,"100 HP, Moyen, 100 kg",3,Usine C,2020-12-11 10:01:06,1,5,2020-12-16 10:01:06,1474.2411705817303,4,Terrestre,9.449591640377752,579.65,86.3117020685604,200,22,14.449591640377752
4521,Électrique,"400 HP, Petit, 100 kg",4,Usine C,2020-07-25 17:10:11,0,22,2020-08-16 17:10:11,1842.801463227163,2,Maritime,18.899183280755505,637.78,96.46601995897926,100,46,40.89918328075551
4522,Diesel,"400 HP, Moyen, 400 kg",2,Usine A,2020-11-02 08:19:30,1,16,2020-11-18 08:19:30,1228.5343088181087,3,Terrestre,9.449591640377752,899.92,81.23454312335096,300,23,25.449591640377754
4523,Diesel,"400 HP, Grand, 300 kg",2,Usine D,2020-02-15 10:11:49,0,20,2020-03-06 10:11:49,1228.5343088181087,0,Maritime,18.899183280755505,938.26,81.23454312335096,300,12,38.89918328075551
4524,Diesel,"100 HP, Petit, 300 kg",4,Usine B,2020-04-11 06:25:36,3,50,2020-05-31 06:25:36,1228.5343088181087,1,Maritime,18.899183280755505,468.67,81.23454312335096,100,12,68.89918328075551
4525,Hybride,"300 HP, Moyen, 300 kg",4,Usine C,2020-09-20 17:47:34,3,64,2020-11-23 17:47:34,1474.2411705817303,3,Maritime,18.899183280755505,876.51,86.3117020685604,100,25,82.89918328075551
4526,Diesel,"400 HP, Moyen, 200 kg",3,Usine D,2020-09-26 02:05:57,0,6,2020-10-02 02:05:57,1228.5343088181087,1,Aérien,4.049824988733322,430.54,81.23454312335096,200,9,10.049824988733322
4527,Hybride,"100 HP, Moyen, 300 kg",1,Usine B,2020-05-06 03:54:47,1,22,2020-05-28 03:54:47,1474.2411705817303,3,Terrestre,9.449591640377752,971.39,86.3117020685604,400,37,31.449591640377754
4528,Électrique,"300 HP, Moyen, 300 kg",3,Usine D,2020-07-16 16:18:04,0,11,2020-07-27 16:18:04,1842.801463227163,3,Terrestre,9.449591640377752,290.78,96.46601995897926,200,37,20.449591640377754
4529,Hybride,"100 HP, Moyen, 200 kg",1,Usine D,2020-12-19 14:03:42,0,3,2020-12-22 14:03:42,1474.2411705817303,2,Aérien,4.049824988733322,292.95,86.3117020685604,400,12,7.049824988733322
4530,Hybride,"300 HP, Grand, 100 kg",2,Usine B,2020-03-13 13:51:40,0,3,2020-03-16 13:51:40,1474.2411705817303,4,Aérien,4.049824988733322,771.83,86.3117020685604,300,30,7.049824988733322
4531,Diesel,"200 HP, Moyen, 200 kg",2,Usine C,2020-05-31 14:54:37,1,22,2020-06-22 14:54:37,1228.5343088181087,1,Aérien,4.049824988733322,706.45,81.23454312335096,300,49,26.04982498873332
4532,Électrique,"400 HP, Petit, 200 kg",3,Usine D,2020-01-27 20:44:12,0,1,2020-01-28 20:44:12,1842.801463227163,3,Maritime,18.899183280755505,827.5,96.46601995897926,200,37,19.899183280755505
4533,Hybride,"100 HP, Grand, 200 kg",3,Usine B,2020-05-14 16:17:22,3,34,2020-06-17 16:17:22,1474.2411705817303,1,Aérien,4.049824988733322,910.22,86.3117020685604,200,47,38.04982498873332
4534,Diesel,"400 HP, Moyen, 100 kg",2,Usine A,2020-11-03 12:51:55,1,18,2020-11-21 12:51:55,1228.5343088181087,0,Maritime,18.899183280755505,726.98,81.23454312335096,300,9,36.89918328075551
4535,Électrique,"400 HP, Moyen, 400 kg",4,Usine D,2020-07-28 16:19:39,2,14,2020-08-11 16:19:39,1842.801463227163,0,Terrestre,9.449591640377752,483.22,96.46601995897926,100,37,23.449591640377754
4536,Électrique,"300 HP, Grand, 300 kg",4,Usine B,2020-11-01 02:00:21,3,66,2021-01-06 02:00:21,1842.801463227163,3,Terrestre,9.449591640377752,251.42,96.46601995897926,100,47,75.44959164037775
4537,Diesel,"400 HP, Grand, 300 kg",4,Usine B,2020-06-12 06:41:39,2,62,2020-08-13 06:41:39,1228.5343088181087,0,Maritime,18.899183280755505,637.23,81.23454312335096,100,20,80.89918328075551
