,ProductLabel,ProductionSite,ProductName,Reference,ProductCategoryCode,MainMaterialType,CommercialRegion,ProductionPeriod,ProductCategory,EngineSize,RevisionCycleIndex,CycleStartDate,ProductionPlanningDate,PlanConfirmationDate,ScheduledManufacturingDate,ScheduledManufacturingDate2,DesignValidationDate,OK,MO,QA,CM,CE,SA,MR,TR,StartPreparation,EndPreparation,StartConfection,EndConfection,StartFinishing,EndFinishing,StartAssembly,EndAssembly,StartRepair,EndRepair,StartVerification,EndVerification,StartShippingPreparation,EndShippingPreparation,FactoryExitDate,OperationDescription,WeeklyReleaseDate,LeadTimeBeforeProduction,DesignValidationLeadTime,AssemblyTime,ShippingPreparationTime,FinalizationTime,DLT,groupe_duree_cycle,commentaire
63,1230842545,Nantes_Factory,Produit BN,1811147,,Matériau 9,France,Saison Alternée,CROSSCLIMATE 2,DimMot16,IndRevC,2023-06-27,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-07-01,,,,,,2023-09-25 00:00:00,,,2023-06-28 03:41:58,2023-06-28 08:38:47,2023-06-28 21:25:18,2023-06-28 21:25:38,2023-06-29 04:37:00,2023-06-29 04:38:17,2023-06-30 03:57:15,2023-06-30 04:07:36,,,2023-06-30 05:06:29,2023-06-30 05:06:29,2023-06-30 06:27:46,2023-06-30 06:34:28,2023-07-04,"[[TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default]]",2023-07-08,0,7,6,0,7,13,DurCyc5_10,SA
64,1351028283,Nantes_Factory,Produit BO,1696133,,Matériau 10,France,Saison Ete,PILOT SPORT 5,DimMot19,IndRevC,2023-05-31,2023-05-30 02:00:00,2023-05-31 00:00:00,2023-06-02 02:00:00,2023-06-02 02:00:00,2023-06-03,,,,2023-09-13 00:00:00,,,,,2023-06-20 10:44:40,2023-06-20 23:01:14,2023-06-21 07:40:42,2023-06-21 07:43:18,2023-06-21 10:51:16,2023-06-21 11:00:09,2023-06-22 10:28:48,2023-06-22 10:41:18,,,2023-06-22 11:21:04,2023-06-22 11:32:04,2023-06-22 13:31:10,2023-06-22 13:38:04,2023-06-28,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-07-01,0,4,4,0,13,45,DurCyc25_30,CM
65,1648631815,Nantes_Factory,Produit BO,1644781,,Matériau 10,France,Saison Ete,PILOT SPORT 5,DimMot19,IndRevC,2023-06-27,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-07-11 02:00:00,2023-07-11 02:00:00,2023-07-01,,,,2023-09-25 00:00:00,,,,,2023-06-23 08:21:42,2023-06-23 11:53:13,2023-06-26 08:44:24,2023-06-26 08:47:00,2023-06-26 12:02:26,2023-06-26 12:03:21,2023-06-27 01:06:28,2023-06-27 01:18:58,,,2023-06-27 01:54:49,2023-06-27 02:23:32,2023-06-27 05:28:43,2023-06-27 05:35:16,2023-06-28,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-07-01,0,7,5,0,7,11,DurCyc0_5,CM
66,1238351233,Nantes_Factory,Produit BP,1506593,,Matériau 3,Germany,Saison Ete,ENERGY SAVER,DimMot15,IndRevC,2023-06-16,2023-06-13 02:00:00,2023-06-16 00:00:00,2023-06-24 02:00:00,2023-06-24 02:00:00,2023-06-17,,,,,,,,,2023-06-20 13:04:18,2023-06-23 09:30:15,2023-06-24 10:22:50,2023-06-24 10:22:58,2023-06-24 11:51:56,2023-06-24 11:53:08,2023-06-24 15:27:07,2023-06-24 15:37:28,,,2023-06-24 16:42:22,2023-06-24 18:23:20,2023-06-24 21:40:54,2023-06-24 21:53:58,2023-07-08,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-07-08,0,2,5,0,19,38,DurCyc20_25,
67,1484958456,Nantes_Factory,Produit BQ,1790167,,Matériau 4,France,Saison Ete,PILOT SPORT 4 S,DimMot19,IndRevC,2023-06-27,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-07-01,,,,,,,,,2023-06-20 22:59:30,2023-06-25 11:12:23,2023-06-26 08:05:57,2023-06-26 08:08:33,2023-06-26 11:53:01,2023-06-26 11:54:57,2023-06-27 23:57:29,2023-06-28 00:09:59,,,2023-06-28 01:21:28,2023-06-28 01:29:29,2023-06-28 07:09:39,2023-06-28 07:15:08,2023-07-01,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-07-01,0,6,12,0,5,20,DurCyc0_5,
68,1766249377,Nantes_Factory,Produit BR,1851291,,Matériau 14,France,Saison Alternée,CROSSCLIMATE 2,DimMot16,IndRevP,2023-06-07,2023-06-06 02:00:00,2023-06-07 00:00:00,2023-06-06 02:00:00,2023-06-07 00:00:00,2023-06-10,,,,,,,,,2023-06-06 14:22:10,2023-06-07 04:52:32,2023-06-08 04:21:02,2023-06-08 04:22:28,2023-06-08 15:21:59,2023-06-08 15:23:55,2023-06-08 23:43:21,2023-06-08 23:52:42,,,2023-06-09 00:57:57,2023-06-09 02:37:55,2023-06-09 13:46:12,2023-06-09 14:14:13,2023-06-13,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-06-17,0,4,5,0,9,19,DurCyc5_10,
69,1787708567,Nantes_Factory,Produit BR,1185201,,Matériau 14,France,Saison Alternée,CROSSCLIMATE 2,DimMot16,IndRevP,2023-06-13,2023-06-13 02:00:00,2023-06-13 02:00:00,2023-06-13 02:00:00,2023-06-13 02:00:00,2023-06-17,,,,,,2023-10-05 00:00:00,,,2023-06-11 13:43:20,2023-06-12 09:01:22,2023-06-12 09:14:53,2023-06-12 09:15:10,2023-06-12 12:52:50,2023-06-12 12:54:37,2023-06-13 06:29:09,2023-06-13 06:38:30,,,2023-06-13 07:27:50,2023-06-13 08:39:17,2023-06-13 08:57:13,2023-06-13 09:04:28,2023-06-20,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-06-24,0,6,6,0,13,24,DurCyc5_10,SA
70,1177685179,Nantes_Factory,Produit BR,1632397,,Matériau 14,France,Saison Alternée,CROSSCLIMATE 2,DimMot16,IndRevP,2023-06-27,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-07-01,,,,2023-10-10 00:00:00,,2023-10-05 00:00:00,,,2023-06-26 05:23:43,2023-06-27 00:08:21,2023-06-27 04:55:29,2023-06-27 04:55:37,2023-06-27 07:15:47,2023-06-27 07:17:03,2023-06-27 13:32:33,2023-06-27 13:41:54,,,2023-06-27 14:41:04,2023-06-27 14:41:04,2023-06-27 15:53:13,2023-06-27 16:06:48,2023-06-29,[[TO VERIFY TIRE ASPECT-Default]],2023-07-01,0,7,6,0,6,17,DurCyc0_5,"CM,SA"
71,1448519757,Nantes_Factory,Produit BS,1171047,,Matériau 6,France,Saison Hiver,ALPIN 6,DimMot17,IndRevC,2023-06-30,2023-06-27 02:00:00,2023-06-30 00:00:00,2023-06-27 02:00:00,2023-06-30 00:00:00,2023-07-01,,,,,,,2023-10-05 00:00:00,,2023-06-28 06:08:54,2023-06-29 00:43:48,2023-06-29 02:52:00,2023-06-29 02:54:28,2023-06-29 07:46:51,2023-06-29 07:48:41,2023-06-30 08:32:43,2023-06-30 08:42:34,,,2023-06-30 10:12:44,2023-06-30 10:12:44,2023-06-30 12:03:31,2023-06-30 12:09:35,2023-07-04,"[[TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default]]",2023-07-08,0,2,3,0,6,18,DurCyc0_5,MR
72,1520996904,Nantes_Factory,Produit BT,1785560,,Matériau 11,Germany,Saison Ete,PRIMACY 4,DimMot17,IndRevP,2023-06-23,2023-06-20 02:00:00,2023-06-23 00:00:00,2023-06-20 02:00:00,2023-06-23 00:00:00,2023-06-24,,,,,,,,,2023-06-21 01:09:17,2023-06-21 05:11:03,2023-06-22 01:03:03,2023-06-22 01:05:46,2023-06-22 22:52:54,2023-06-22 22:53:48,2023-06-23 10:49:43,2023-06-23 11:01:13,,,2023-06-23 11:30:17,2023-06-23 11:38:36,2023-06-23 15:44:45,2023-06-23 15:50:39,2023-06-28,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-07-01,0,3,5,0,12,26,DurCyc5_10,
73,1163572749,Nantes_Factory,Produit BU,1780192,,Matériau 1,Germany,Saison Ete,E PRIMACY,DimMot17,IndRevC,2023-06-22,2023-06-20 02:00:00,2023-06-22 00:00:00,2023-06-20 02:00:00,2023-06-22 00:00:00,2023-06-24,,,,2023-10-05 00:00:00,,,,,2023-06-20 08:48:13,2023-06-21 18:52:54,2023-06-22 06:26:33,2023-06-22 06:29:16,2023-06-22 13:09:57,2023-06-22 13:10:50,2023-06-22 23:04:34,2023-06-22 23:14:25,2023-06-23 01:49:21,2023-06-23 01:49:21,2023-06-23 00:04:09,2023-06-23 01:30:50,2023-06-23 07:06:50,2023-06-23 07:15:18,2023-06-27,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)]]",2023-07-01,0,3,7,1,10,23,DurCyc5_10,CM
74,1484350658,Nantes_Factory,Produit BV,1676695,,Matériau 4,France,Saison Ete,PILOT SPORT 5,DimMot19,IndRevC,2023-06-27,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-07-01,2023-10-05 00:00:00,,,,,,,,2023-06-25 00:02:50,2023-06-25 09:20:56,2023-06-25 22:45:00,2023-06-25 22:47:36,2023-06-26 02:37:10,2023-06-26 02:39:01,2023-06-27 19:09:56,2023-06-27 19:23:26,,,2023-06-27 20:27:19,2023-06-27 20:32:48,2023-06-27 21:30:42,2023-06-27 21:57:53,2023-07-01,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-07-01,0,6,6,0,9,17,DurCyc0_5,OK
75,1238008330,Nantes_Factory,Produit BW,1244631,,Matériau 7,Germany,Saison Hiver,PILOT ALPIN 5,DimMot18,IndRevC,2023-06-21,2023-06-20 02:00:00,2023-06-21 00:00:00,2023-06-23 02:00:00,2023-06-23 02:00:00,2023-06-24,2023-09-20 00:00:00,,,,,,,,2023-06-22 20:00:14,2023-06-23 10:47:39,2023-06-24 01:50:57,2023-06-24 01:53:25,2023-06-24 03:13:13,2023-06-24 03:14:22,2023-06-24 12:01:14,2023-06-24 12:10:35,2023-06-24 15:25:33,2023-06-24 15:25:33,2023-06-24 13:34:08,2023-06-24 15:25:33,2023-06-25 01:36:29,2023-06-25 01:42:12,2023-06-27,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)]]",2023-07-01,0,7,3,0,7,22,DurCyc5_10,OK
76,1205120166,Nantes_Factory,Produit BX,1772512,,Matériau 13,France,Saison Hiver,ALPIN 6,DimMot16,IndRevC,2023-06-08,2023-06-06 02:00:00,2023-06-08 00:00:00,2023-06-06 02:00:00,2023-06-08 00:00:00,2023-06-10,,,,,,,,,2023-06-07 03:59:54,2023-06-07 04:15:36,2023-06-06 11:06:23,2023-06-06 11:08:51,2023-06-07 06:01:00,2023-06-07 06:02:47,2023-06-08 10:35:17,2023-06-08 10:45:08,,,2023-06-08 12:10:42,2023-06-08 16:58:41,2023-06-08 13:21:14,2023-06-08 13:29:45,2023-06-29,"[[TO COUNTER VERIFY THE TIRE-Default, TO VERIFY TIRE ASPECT-Default], [TO COUNTER VERIFY THE TIRE-Default, TO VERIFY TIRE ASPECT-Default], [TO COUNTER VERIFY THE TIRE-Default, TO VERIFY TIRE ASPECT-Default], [TO COUNTER VERIFY THE TIRE-Default, TO VERIFY TIRE ASPECT-Default]]",2023-07-01,0,3,4,0,24,30,DurCyc20_25,
77,1169064550,Nantes_Factory,Produit BX,1250378,,Matériau 13,France,Saison Hiver,ALPIN 6,DimMot16,IndRevC,2023-06-16,2023-06-13 02:00:00,2023-06-16 00:00:00,2023-06-29 02:00:00,2023-06-29 02:00:00,2023-06-17,,,,,,,,,2023-06-28 08:26:30,2023-06-28 22:17:59,2023-06-29 10:01:38,2023-06-29 10:04:06,2023-06-29 17:16:01,2023-06-29 17:17:51,2023-07-01 04:47:09,2023-07-01 04:57:00,2023-07-01 14:30:46,2023-07-01 14:30:46,2023-07-01 07:17:37,2023-07-01 14:30:46,2023-07-01 16:05:58,2023-07-01 16:12:58,2023-07-04,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY METALIC COMPONENTS-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY METALIC COMPONENTS-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY METALIC COMPONENTS-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY METALIC COMPONENTS-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY TIRE ASPECT-Default], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)], [TO REPAIR WITHOUT ADDING RUBBER (R1)]]",2023-07-08,0,4,5,0,6,31,DurCyc15_20,
78,1359378881,Nantes_Factory,Produit BY,1205345,,Matériau 6,France,Saison Hiver,ALPIN 6,DimMot17,IndRevC,2023-06-17,2023-06-13 02:00:00,2023-06-17 00:00:00,2023-06-15 02:00:00,2023-06-17 00:00:00,2023-06-17,,,,,,2023-09-20 00:00:00,,,2023-06-12 03:08:49,2023-06-15 04:54:13,2023-06-17 00:57:20,2023-06-17 00:59:48,2023-06-17 11:07:59,2023-06-17 11:09:47,2023-06-17 14:46:27,2023-06-17 14:56:18,,,2023-06-17 15:44:41,2023-06-17 20:27:22,2023-06-17 20:55:04,2023-06-17 21:02:04,2023-06-20,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-06-24,0,4,8,0,5,14,DurCyc0_5,SA
79,1703140577,Nantes_Factory,Produit BZ,1922621,,Matériau 14,France,Saison Alternée,CROSSCLIMATE 2,DimMot16,IndRevP,2023-06-27,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-06-27 02:00:00,2023-07-01,,,,2023-10-10 00:00:00,,,,,2023-06-25 23:39:11,2023-06-26 03:47:44,2023-06-26 19:19:29,2023-06-26 19:19:37,2023-06-27 00:21:22,2023-06-27 00:22:46,2023-06-27 05:37:24,2023-06-27 05:46:45,,,2023-06-27 06:52:48,2023-06-27 10:49:19,2023-06-27 12:06:10,2023-06-27 12:13:07,2023-06-28,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default]]",2023-07-01,0,8,7,0,4,10,DurCyc0_5,CM
80,1897291615,Nantes_Factory,Produit CA,1475420,,Matériau 8,France,Saison Ete,PRIMACY 4,DimMot16,IndRevP,2023-06-30,2023-06-27 02:00:00,2023-06-30 00:00:00,2023-06-27 02:00:00,2023-06-30 00:00:00,2023-07-01,2023-10-05 00:00:00,,,,,,,,2023-06-29 22:33:13,2023-07-01 15:21:20,2023-07-01 19:37:08,2023-07-01 19:37:16,2023-07-02 03:58:35,2023-07-02 03:59:34,2023-07-02 19:18:38,2023-07-02 19:28:29,,,2023-07-02 20:44:53,2023-07-02 22:12:27,2023-07-03 10:39:17,2023-07-03 10:53:10,2023-07-08,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-07-08,0,2,8,1,12,15,DurCyc5_10,OK
81,1790832123,Nantes_Factory,Produit CA,1904547,,Matériau 14,Germany,Saison Ete,PRIMACY 4,DimMot16,IndRevP,2023-06-07,2023-06-06 02:00:00,2023-06-07 00:00:00,2023-06-06 02:00:00,2023-06-07 00:00:00,2023-06-10,,,,,,,,,2023-06-10 13:15:15,2023-06-11 11:55:50,2023-06-11 20:11:37,2023-06-11 20:11:45,2023-06-12 14:52:13,2023-06-12 14:53:10,2023-06-13 06:20:11,2023-06-13 06:30:02,,,2023-06-13 07:19:57,2023-06-13 16:02:39,2023-06-13 16:27:39,2023-06-13 16:35:20,2023-06-14,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-06-17,0,5,6,0,5,23,DurCyc5_10,
82,1350040577,Nantes_Factory,Produit CB,1695311,,Matériau 3,France,Saison Alternée,CROSSCLIMATE+,DimMot15,IndRevC,2023-06-20,2023-06-20 02:00:00,2023-06-20 02:00:00,2023-06-20 02:00:00,2023-06-20 02:00:00,2023-06-24,,,,,,2023-09-20 00:00:00,,,2023-06-17 03:10:43,2023-06-19 04:59:20,2023-06-19 19:27:38,2023-06-19 19:27:45,2023-06-19 22:47:09,2023-06-19 22:48:01,2023-06-20 03:24:29,2023-06-20 03:34:20,,,2023-06-20 04:47:03,2023-06-20 04:47:03,2023-06-20 06:09:03,2023-06-20 06:16:36,2023-06-22,"[[TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default]]",2023-06-24,0,5,7,0,10,21,DurCyc0_5,SA
83,1371962863,Nantes_Factory,Produit CC,1485933,,Matériau 9,Germany,Saison Ete,PRIMACY 4,DimMot16,IndRevC,2023-06-13,2023-06-13 02:00:00,2023-06-13 02:00:00,2023-06-13 02:00:00,2023-06-13 02:00:00,2023-06-17,,,2023-09-20 00:00:00,,,,,,2023-06-15 10:39:04,2023-06-16 13:14:36,2023-06-17 13:36:04,2023-06-17 13:36:18,2023-06-17 14:06:39,2023-06-17 14:08:42,2023-06-17 15:40:58,2023-06-17 15:50:49,,,2023-06-17 17:11:00,2023-06-17 22:07:33,2023-06-17 22:36:36,2023-06-17 22:44:46,2023-06-20,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-06-24,0,6,4,0,6,25,DurCyc5_10,QA
84,1271623303,Nantes_Factory,Produit CC,1319716,,Matériau 9,Germany,Saison Ete,PRIMACY 4,DimMot16,IndRevC,2023-06-07,2023-06-06 02:00:00,2023-06-07 00:00:00,2023-06-13 02:00:00,2023-06-13 02:00:00,2023-06-10,,,2023-09-20 00:00:00,,,,,,2023-06-10 12:50:49,2023-06-12 04:15:28,2023-06-13 11:48:50,2023-06-13 11:49:26,2023-06-13 15:49:54,2023-06-13 15:51:17,2023-06-13 21:33:14,2023-06-13 21:43:05,,,2023-06-13 22:51:50,2023-06-14 09:01:16,2023-06-14 09:44:04,2023-06-14 09:52:15,2023-06-16,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-06-17,0,5,8,1,5,20,DurCyc5_10,QA
85,1826872510,Nantes_Factory,Produit CC,1417292,,Matériau 9,Germany,Saison Ete,PRIMACY 4,DimMot16,IndRevC,2023-06-20,2023-06-20 02:00:00,2023-06-20 02:00:00,2023-06-20 02:00:00,2023-06-20 02:00:00,2023-06-24,,,2023-09-20 00:00:00,,,,,,2023-06-15 12:24:36,2023-06-17 15:11:58,2023-06-18 17:43:11,2023-06-18 17:43:19,2023-06-18 22:01:32,2023-06-18 22:03:02,2023-06-20 03:15:53,2023-06-20 03:25:44,,,2023-06-20 04:37:13,2023-06-20 05:50:16,2023-06-20 07:34:06,2023-06-20 07:45:59,2023-06-23,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-06-24,0,8,10,0,6,13,DurCyc0_5,QA
86,2014547919,Nantes_Factory,Produit CD,1981720,,Matériau 7,France,Saison Ete,PILOT SPORT 4,DimMot18,IndRevC,2023-05-30,2023-05-30 02:00:00,2023-05-30 02:00:00,2023-05-30 02:00:00,2023-05-30 02:00:00,2023-06-03,,,,,,,,,2023-06-20 20:04:46,2023-06-21 02:39:41,2023-06-21 21:25:55,2023-06-21 21:28:23,2023-06-21 23:07:52,2023-06-21 23:08:52,2023-06-23 02:54:26,2023-06-23 03:05:47,,,2023-06-23 03:56:37,2023-06-23 04:40:01,2023-06-23 05:10:26,2023-06-23 05:18:10,2023-06-28,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-07-01,0,6,4,0,12,42,DurCyc25_30,
87,1571056416,Nantes_Factory,Produit CE,1840419,,Matériau 4,France,Saison Alternée,CROSSCLIMATE 2,DimMot19,IndRevC,2023-06-22,2023-06-20 02:00:00,2023-06-22 00:00:00,2023-06-20 02:00:00,2023-06-22 00:00:00,2023-06-24,,,,,,,,2023-10-05 00:00:00,2023-06-21 05:50:33,2023-06-21 19:43:41,2023-06-22 00:12:59,2023-06-22 00:15:35,2023-06-22 03:14:08,2023-06-22 03:15:11,2023-06-25 02:43:33,2023-06-25 02:54:33,,,2023-06-25 03:27:28,2023-06-25 03:56:11,2023-06-25 14:57:01,2023-06-25 15:01:48,2023-07-04,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-07-08,0,4,8,0,11,23,DurCyc10_15,TR
88,1876237945,Nantes_Factory,Produit CF,1780374,,Matériau 10,Germany,Saison Ete,E PRIMACY,DimMot19,IndRevP,2023-06-16,2023-06-13 02:00:00,2023-06-16 00:00:00,2023-06-13 02:00:00,2023-06-16 00:00:00,2023-06-17,,,,,,,,,2023-06-19 05:26:30,2023-06-19 20:52:06,2023-06-19 21:23:58,2023-06-19 21:26:34,2023-06-20 01:06:50,2023-06-20 01:07:43,2023-06-20 19:52:24,2023-06-20 20:02:54,2023-06-24 14:55:56,2023-06-24 14:55:56,2023-06-20 20:41:27,2023-06-20 20:47:26,2023-06-24 15:46:59,2023-06-24 16:13:28,2023-07-04,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO REPAIR WITHOUT ADDING RUBBER (R1)]]",2023-07-08,0,4,3,4,14,37,DurCyc15_20,
